sellerServiceStatus,logNo,title,categoryNo,parentCategoryNo,sourceCode,commentCount,readCount,addDate,openType,searchYn,greenReviewBannerYn,memologMovingYn,isPostSelectable,isPostNotOpen,isPostBlocked,isBlockTmpForced,postProductStatus
,223271903179,%EC%84%9D%EC%B4%8C%EC%97%AD+%EC%9A%94%EA%B0%80%EB%B0%94%EC%9D%B4%EC%95%84%ED%84%B0%EC%8A%A4+%EB%B0%9C%EB%9D%BC%EB%8B%88+%EC%84%A0%EC%83%9D%EB%8B%98+%ED%95%98%ED%83%80%EC%9A%94%EA%B0%80+%EC%8B%AC%ED%99%94%EC%88%98%EB%A0%A8+%EC%8B%9C%ED%80%80%EC%8A%A4+100%EB%B6%84+%ED%9B%84%EA%B8%B0+%7C+%ED%8C%8C%EB%A6%AC%EB%B8%8C%EB%A6%AC%ED%83%80%EC%9E%90%EB%88%84%EC%8B%9C%EB%A5%B4%EC%82%AC%2C+%EB%B0%95%EC%A5%90%EC%9E%90%EC%84%B8%2C+%EC%9A%B0%ED%8C%8C%EB%B9%84%EC%8A%A4%ED%83%80%EC%BD%94%EB%82%98%EC%95%84%EC%82%AC%EB%82%98%2C+%EC%97%90%EC%B9%B4%ED%8C%8C%EB%8B%A4%EB%9D%BC%EC%9E%90%EC%B9%B4%ED%8F%AC%ED%83%80%2C+%EC%BB%B4%EC%97%85%2C+%EB%A7%88%EB%A6%AC%EC%B1%A0%EC%95%84%EC%82%AC%EB%82%98,19,15,0,10.0,,2023. 11. 22.,2,True,False,0,0,0,0,0,
,223271728555,%EC%9E%84%EC%82%B0%EB%B6%80+%EC%A3%BC%EC%9D%98+%EC%8A%A4%ED%83%80%EB%B2%85%EC%8A%A4+%EC%9D%8C%EB%A3%8C+%EC%BF%A8%EB%9D%BC%EC%9E%84%ED%94%BC%EC%A7%80%EC%98%A4+%28%EC%B9%B4%ED%8E%98%EC%9D%B8%2F%EC%B9%BC%EB%A1%9C%EB%A6%AC%2F%EB%A7%9B%2F%EC%98%81%EC%96%91%EC%84%B1%EB%B6%84%2F%EA%B0%80%EA%B2%A9%29+%7C+%EB%8B%88%EC%BD%98%EB%82%B4%EC%BD%98+%EA%B8%B0%ED%94%84%ED%8B%B0%EC%BD%98+%EC%BF%A0%ED%8F%B0+%ED%95%A0%EC%9D%B8+%EC%82%AC%EC%9A%A9%EB%B2%95,19,15,0,8.0,,2023. 11. 22.,2,True,False,0,0,0,0,0,
,223265750376,%ED%96%84%EC%9D%B4%EC%99%80+%EA%B3%B0%EC%9D%B4%EA%B0%80+%EC%BB%A4%ED%94%8C%EB%B8%94%EB%A1%9C%EA%B7%B8+%EC%8B%9C%EC%9E%91%ED%95%9C+%EC%9D%B4%EC%9C%A0+-+%EC%9D%BC%EB%8B%A8+%EB%8F%84%EC%A0%84%ED%95%B4%EB%B3%B4%EA%B8%B0%21,25,15,0,32.0,,2023. 11. 15.,2,True,False,0,0,0,0,0,
,223263196057,%5B%EC%98%AC%EC%9D%8C%5D+%EC%82%AC%EC%8B%9C%EB%AF%B8+%EC%98%A4%EB%A7%88%EC%B9%B4%EC%84%B8%EC%99%80+%EC%A0%84%ED%86%B5%EC%A3%BC%EA%B0%80+%EC%9E%88%EB%8A%94+%EC%84%B1%EC%88%98%EC%9D%98+%EC%88%A8%EC%9D%80%EB%A7%9B%EC%A7%91%21,6,7,0,108.0,,2023. 11. 13.,2,True,False,0,0,0,0,0,
,223261308989,%EB%B4%89%EC%84%A0%EC%82%AC+%EC%A3%BC%EB%B3%80%EB%A7%9B%EC%A7%91+%EC%9E%87%EB%8B%A4%EC%A0%9C%EA%B3%BC+%EC%9B%A8%EC%9D%B4%ED%8C%85,6,7,0,12.0,,2023. 11. 10.,2,True,False,0,0,0,0,0,
,223257571499,%EB%B9%84%EA%B1%B4+%EA%B0%84%EC%8B%9D+%EC%B6%94%EC%B2%9C%ED%95%B4%EC%9A%94%21+%EC%96%B8%EB%A6%AC%EB%AF%B8%ED%8A%B8+%EC%9C%A1%ED%8F%AC+%EA%B0%88%EB%B9%84%EB%A7%9B%2C+%EB%A7%A5%EC%A3%BC+%EC%95%88%EC%A3%BC%EB%A1%9C+%EB%94%B1%EC%9D%B4%EC%95%BC,6,7,0,32.0,,2023. 11. 6.,2,True,False,0,0,0,0,0,
,223253819095,%EA%B8%88%EC%B2%9C%EA%B5%AC%EC%B2%AD%EC%97%AD+%EB%A7%9B%EC%A7%91+%EC%8A%AC%EB%A1%9C%EC%9A%B0%EC%BA%98%EB%A6%AC+%ED%8F%AC%EC%BC%80+%EB%A9%94%EB%89%B4+%EC%B6%94%EC%B2%9C+%EC%B9%BC%EB%A1%9C%EB%A6%AC+%EB%91%90%EB%B6%80+%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8+%EC%98%81%EC%96%91%EC%84%B1%EB%B6%84+%EB%B9%84%EA%B1%B4,6,7,0,35.0,,2023. 11. 2.,2,True,False,0,0,0,0,0,
,223250628521,%ED%96%89%EB%B3%B5%ED%95%9C+%ED%96%84%EA%B3%B0%EC%9D%98+%EC%9D%BC%EC%83%81+%EC%82%AC%EC%9D%B4%ED%8A%B8%EB%A7%B5,18,15,0,,,2023. 10. 30.,2,True,False,0,0,0,0,0,
,223249847349,%EB%AF%B8%EC%95%BC%EC%9E%90%ED%82%A4+%ED%95%98%EC%95%BC%EC%98%A4%EC%9D%98+%EC%B5%9C%ED%9B%84%EC%9D%98+%EC%A7%88%EB%AC%B8+%26quot%3B%EA%B7%B8%EB%8C%80%EB%93%A4%EC%9D%80+%EC%96%B4%EB%96%BB%EA%B2%8C+%EC%82%B4+%EA%B2%83%EC%9D%B8%EA%B0%80%26quot%3B+%EC%A7%80%EB%B8%8C%EB%A6%AC+%EC%8B%A0%EC%9E%91+%EB%A6%AC%EB%B7%B0+%ED%9B%84%EA%B8%B0+%ED%95%B4%EC%84%9D,9,7,0,17.0,,2023. 10. 29.,2,True,False,0,0,0,0,0,
,223248024543,%5B20.Blog%5D+10%EC%9B%94+27%EC%9D%BC+%EA%B3%B0%EC%9D%B4%EC%9D%98+%EB%B8%94%EB%A1%9C%EA%B9%85,18,15,0,24.0,,2023. 10. 27.,2,True,False,0,0,0,0,0,
,223247671345,%ED%95%84%EB%A6%AC%ED%95%80+%EC%84%A0%EC%83%9D%EB%8B%98%EA%B3%BC+%ED%95%A8%EA%BB%98+%ED%99%94%EC%83%81%EC%98%81%EC%96%B4%EB%A1%9C+%ED%9A%8C%ED%99%94+%EC%8B%A4%EB%A0%A5+%ED%82%A4%EC%9A%B0%EA%B8%B0+%ED%8F%AC%EC%9D%B8%ED%8A%B8%EC%98%81%EC%96%B4+%EA%B0%80%EA%B2%A9,23,23,0,8.0,,2023. 10. 26.,2,True,False,0,0,0,0,0,
,223229840734,%5B%ED%9E%88%ED%83%80+%EC%97%AC%ED%96%89+3%5D+%ED%9B%84%EC%BF%A0%EC%98%A4%EC%B9%B4+%ED%9E%88%ED%83%80%EC%8B%9C+%EB%B3%BC%EA%B1%B0%EB%A6%AC+%EB%A7%88%EB%A9%94%EB%8B%A4%EB%A7%88%EC%B9%98+%EC%9D%BC%EC%9D%BC%ED%88%AC%EC%96%B4+%EC%B6%94%EC%B2%9C,8,7,0,26.0,,2023. 10. 6.,2,True,False,0,0,0,0,0,
,223272535591,%5B%EC%98%A4%ED%86%A0%EA%B9%80%EB%B0%A5+%EA%B0%80%EC%82%B0%EB%94%94%EC%A7%80%ED%84%B8%EC%A0%90%5D+%EC%A7%81%EC%9E%A5%EC%9D%B8+%EC%A0%90%EC%8B%AC%2C+%EA%B1%B4%EA%B0%95%ED%95%9C+%EB%A7%9B%EC%9D%98+%EA%B9%80%EB%B0%A5%EA%B3%BC+%EB%8B%AD%EA%B0%95%EC%A0%95,6,7,0,44.0,,2023. 11. 23.,2,True,False,0,0,0,0,0,
,223229337554,%5B%ED%9E%88%ED%83%80+%EC%97%AC%ED%96%89+2%5D+%ED%9B%84%EC%BF%A0%EC%98%A4%EC%B9%B4+%EB%A0%8C%ED%8A%B8%EC%B9%B4+%EB%B9%8C%EB%A6%B4+%EB%95%8C+%EB%AA%A8%EB%A5%B4%EB%A9%B4+%EC%86%90%ED%95%B4+%EB%B3%B4%EB%8A%94+%EA%BF%80%ED%8C%81%21+ETC+%EC%B9%B4%EB%93%9C%2C+%EC%9D%BC%EB%B3%B8+%EC%9A%B4%EC%A0%84+%EC%A3%BC%EC%9D%98%EC%82%AC%ED%95%AD,8,7,0,11.0,,2023. 10. 6.,2,True,False,0,0,0,0,0,
,223215125985,%5B%EC%8B%A0%EB%9D%BC%EB%8A%94+%EA%B2%BD%EC%A3%BC%EC%97%AC%ED%96%89+1%5D+%ED%95%9C%EC%98%A5+%EC%8A%A4%ED%83%80%EB%B2%85%EC%8A%A4%EC%97%90%EC%84%9C+%EB%AF%B8%ED%82%A4+%EB%94%9C%EB%9D%BC%EC%9D%B4%ED%8A%B8+%EC%BD%9C%EB%93%9C%EB%B8%8C%EB%A3%A8,22,7,0,10.0,,2023. 9. 18.,2,True,False,0,0,0,0,0,
,223205672128,%EC%84%9C%EC%9A%B8+%ED%99%8D%EB%8C%80+%EC%98%A4%EB%A7%88%EC%9D%B4%EB%A9%94%EC%9D%B4%EB%93%9C%EC%B9%B4%ED%8E%98+%ED%9B%84%EA%B8%B0+%7C+%EB%A9%94%EB%89%B4+%EC%98%A4%EB%AF%80%EB%9D%BC%EC%9D%B4%EC%8A%A4+%EC%98%A4%EC%9D%B4%EC%8B%9C%EC%BF%A0%EB%82%98%EB%A0%88+%EB%AA%A8%EC%97%90%EB%AA%A8%EC%97%90%ED%81%A5+%EB%9C%BB,19,15,0,6.0,,2023. 9. 8.,2,True,False,0,0,0,0,0,
,223204931583,%EB%8B%A8%ED%98%B8%EB%B0%95%EC%A3%BD+%EB%A7%8C%EB%93%A4%EA%B8%B0+%EB%A0%88%EC%8B%9C%ED%94%BC%2C+%EB%8B%A8%ED%98%B8%EB%B0%95+%ED%9A%A8%EB%8A%A5+%EC%A0%84%EC%9E%90%EB%A0%8C%EC%A7%80+%EC%B0%8C%EB%8A%94%EB%B2%95+%EA%BF%80%ED%8C%81,24,7,0,4.0,,2023. 9. 7.,2,True,False,0,0,0,0,0,
,223202815872,%EA%B0%84%EB%8B%A8%EB%A9%94%EB%89%B4+%EC%98%A4%EB%9A%9C%EA%B8%B0+%EC%B9%B4%EB%A0%88+%EB%A7%9B%EC%9E%88%EA%B2%8C+%EB%A7%8C%EB%93%9C%EB%8A%94%EB%B2%95%21+%7C+%EC%A0%A4%EB%A6%AC%EA%B3%B0%EB%B0%A5%EC%83%81,24,7,0,,,2023. 9. 5.,2,True,False,0,0,0,0,0,
,223199866905,%ED%81%AC%EB%A6%AC%EC%8A%A4%ED%86%A0%ED%8D%BC+%EB%86%80%EB%9E%80+%EC%98%81%ED%99%94+%EC%98%A4%ED%8E%9C%ED%95%98%EC%9D%B4%EB%A8%B8+%EB%A6%AC%EB%B7%B0%2C+%ED%8F%89%EC%A0%90%2C+%EB%AA%85%EB%8C%80%EC%82%AC%2C+%ED%9D%91%EB%B0%B1+%EC%BB%AC%EB%9F%AC+%EC%9D%B4%EC%9C%A0+%7C+%EB%A9%94%EA%B0%80%EB%B0%95%EC%8A%A4+%EC%86%A1%ED%8C%8C%ED%8C%8C%ED%81%AC%ED%95%98%EB%B9%84%EC%98%A4%EC%97%90%EC%84%9C,9,7,0,,,2023. 9. 1.,2,True,False,0,0,0,0,0,
,223247502937,%5B%ED%9E%88%ED%83%80+%EC%97%AC%ED%96%89+8%5D+%ED%9B%84%EC%BF%A0%EC%98%A4%EC%B9%B4+%ED%9E%88%ED%83%80%EC%97%AD+%EC%9D%B8%EA%B7%BC+%EB%A7%9B%EC%A7%91+%EC%B9%B4%ED%8E%98+%EB%B9%84%EC%9A%94%EB%A6%AC,8,7,0,12.0,,2023. 10. 26.,2,True,False,0,0,0,0,0,
,223197972388,%ED%94%BD%EC%82%AC+%EC%98%81%ED%99%94+%EC%97%98%EB%A6%AC%EB%A9%98%ED%83%88+%ED%9B%84%EA%B8%B0%2C+%EB%9C%BB%2C+%EB%AA%85%EB%8C%80%EC%82%AC%2C+%EC%BF%A0%ED%82%A4+%EC%97%85%2C+%EB%8B%A4%EB%A6%84%EC%9D%B4%EB%9D%BC%EB%8A%94+%EC%95%84%EB%A6%84%EB%8B%A4%EC%9B%80+%7C+CGV+%EC%98%81%EB%93%B1%ED%8F%AC%EC%A0%90%EC%97%90%EC%84%9C,9,7,0,1.0,,2023. 8. 30.,2,True,False,0,0,0,0,0,
,223197070139,%EB%B2%84%EC%84%AF%EA%B0%95%EC%A0%95%2C+%EB%B0%94%EC%82%AD%ED%95%9C+%EB%B6%80%EC%B6%94%EC%A0%84+%EB%A7%8C%EB%93%9C%EB%8A%94%EB%B2%95+%EC%83%88%EC%86%A1%EC%9D%B4%EB%B2%84%EC%84%AF+%ED%91%9C%EA%B3%A0%EB%B2%84%EC%84%AF+%EB%A7%A5%EC%A3%BC%EC%95%88%EC%A3%BC+%EC%A7%91%EC%97%90%EC%84%9C+%EB%A7%8C%EB%93%A4%EA%B8%B0+%EB%A0%88%EC%8B%9C%ED%94%BC+%7C+%EC%A0%A4%EB%A6%AC%EA%B3%B0%EB%B0%A5%EC%83%81,24,7,0,2.0,,2023. 8. 29.,2,True,False,0,0,0,0,0,
,223196654504,%EB%B9%84%EA%B1%B4+%EC%95%84%EA%B2%8C%EB%8B%A4%EC%8B%9C+%EB%8F%84%ED%9B%84+%EB%A0%88%EC%8B%9C%ED%94%BC%2C+%EC%A7%81%EC%A0%91+%EB%A7%8C%EB%93%A0+%EC%AF%94%EC%9C%A0%EC%99%80+%EA%B3%A0%EB%AA%85+%7C+%EC%A0%A4%EB%A6%AC%EA%B3%B0%EB%B0%A5%EC%83%81,24,7,0,5.0,,2023. 8. 29.,2,True,False,0,0,0,0,0,
,223231035181,%5B%ED%9E%88%ED%83%80+%EC%97%AC%ED%96%89+4%5D+%EC%9D%BC%EB%B3%B8+%EB%A3%8C%EC%B9%B8+%EC%9A%B0%ED%82%A4%ED%95%98+%EB%B2%B3%EC%B9%B8+%EC%8B%A0%EC%8B%9C%EC%9A%94+%EB%9C%BB+%EC%98%A8%EC%B2%9C+%EC%98%88%EC%95%BD+%EB%B0%A9%EB%B2%95,8,7,0,20.0,,2023. 10. 8.,2,True,False,0,0,0,0,0,
,223211114946,%5B%ED%96%84%EA%B3%B0+%EB%B9%84%EA%B1%B4+%ED%83%90%EB%B0%A9%5D+%ED%94%8C%EB%9E%9C%ED%8A%9C%EB%93%9C+%EC%BD%94%EC%97%91%EC%8A%A4%EC%A0%90+%7C+%EC%82%BC%EC%84%B1%EC%97%AD+%EC%BD%94%EC%97%91%EC%8A%A4+%EB%B9%84%EA%B1%B4+%EB%A7%9B%EC%A7%91,6,7,0,11.0,,2023. 9. 14.,2,True,False,0,0,0,0,0,
,223200106620,%ED%98%BC%EB%B0%A5+NO%21+%EA%B8%88%EC%B2%9C%EA%B5%AC+%EB%8F%99%EB%84%A4+%EC%82%AC%EB%9E%8C%EB%93%A4%EA%B3%BC+%EA%B0%99%EC%9D%B4+%EC%A0%80%EB%85%81+%EB%A8%B9%EC%9E%90%21,18,15,0,,,2023. 9. 2.,2,True,False,0,0,0,0,0,
,223299584661,%EC%9D%BC%EB%B3%B8+%EA%B3%A0%EB%A0%88%EC%97%90%EB%8B%A4+%ED%9E%88%EB%A1%9C%EC%B9%B4%EC%A6%88%EC%9D%98+%EC%98%81%ED%99%94+%EA%B4%B4%EB%AC%BC+%EC%8A%A4%ED%8F%AC+%EA%B2%B0%EB%A7%90+%EC%BF%A0%ED%82%A4+%ED%95%B4%EC%84%9D+%EB%A6%AC%EB%B7%B0,9,7,0,9.0,,18시간 전,2,True,False,0,0,0,0,0,
,223298739410,%5B%EA%B0%95%EC%9B%90%EB%8F%84+%ED%8F%89%EC%B0%BD+2%5D+%ED%9C%98%EB%8B%89%EC%8A%A4+%ED%8C%8C%ED%81%AC+%EB%B8%94%EB%A3%A8+%EC%BA%90%EB%8B%88%EC%96%B8%EA%B3%BC+%EC%98%A8%EB%8B%B4%EC%97%90%EC%84%9C+%EC%A0%80%EB%85%81%EB%83%A0%21%21,22,7,0,10.0,,2023. 12. 20.,2,True,False,0,0,0,0,0,
,223300583353,%5B%EA%B0%95%EC%9B%90%EB%8F%84+%ED%8F%89%EC%B0%BD+3%5D+%ED%9C%98%EB%8B%89%EC%8A%A4+%ED%8C%8C%ED%81%AC+%ED%98%B8%ED%85%94%EC%97%90+%EA%B2%A8%EC%9A%B8+%ED%98%B8%EC%BA%89%EC%8A%A4+%EC%A6%90%EA%B8%B0%EA%B8%B0+%28%EC%95%84%EC%B9%A8%EC%9A%94%EA%B0%80%2C+%EC%98%A8%EB%8F%84+%EC%A1%B0%EC%8B%9D%2C+%EC%99%80%ED%94%8C%29,22,7,0,5.0,,25분 전,2,True,False,0,0,0,0,0,
,223303479216,%EA%B9%80%ED%95%9C%EB%AF%BC+%EA%B0%90%EB%8F%85+%EC%9D%B4%EC%88%9C%EC%8B%A0+3%EB%B6%80%EC%9E%91+%EC%A4%91+%EB%A7%88%EC%A7%80%EB%A7%89+%EC%98%81%ED%99%94+%26lt%3B%EB%85%B8%EB%9F%89%3A+%EC%A3%BD%EC%9D%8C%EC%9D%98+%EB%B0%94%EB%8B%A4%26gt%3B+%EB%A6%AC%EB%B7%B0%2C+%EC%BF%A0%ED%82%A4,9,7,0,10.0,,59분 전,2,True,False,0,0,0,0,0,
,223304695822,%5B%ED%99%8B%EC%B9%B4%EC%9D%B4%EB%8F%84+3%5D+%EC%82%BF%ED%8F%AC%EB%A1%9C+%EC%98%A4%ED%83%80%EB%A3%A8+%EC%95%84%EC%82%AC%ED%9E%88%EC%B9%B4%EC%99%80+%EA%B2%A8%EC%9A%B8%EC%B6%95%EC%A0%9C+%EC%95%8C%EC%95%84%EB%B3%B4%EA%B8%B0,8,7,0,7.0,,1시간 전,2,True,False,0,0,0,0,0,
,223311088388,%5B%EC%A2%85%EB%A1%9C+%EC%82%AC%EC%A7%81%EB%8F%99%5D+%EA%B4%91%ED%99%94%EB%AC%B8+%EC%98%86+%EA%B0%90%EC%84%B1+%EB%84%98%EC%B9%98%EB%8A%94+%ED%95%9C%EC%8B%9D+%EB%A7%9B%EC%A7%91+%26quot%3B%EC%95%84%EC%9D%B4%EB%85%B8+%EA%B0%80%EB%93%A0+%ED%82%A4%EC%B9%9C%26quot%3B,6,7,0,,,23분 전,2,true,False,0,0,0,0,0,
,223310004542,%5B%EC%A1%B0%EB%B6%80%EB%AA%A8%EB%8B%98%EA%B3%BC+%EC%84%9C%EC%9A%B8+%EB%A7%88%EC%8B%A4+1%5D+%EB%B6%81%ED%95%9C%EC%82%B0+%EC%84%A4%EA%B2%BD%EA%B3%BC+%ED%95%A8%EA%BB%98%ED%95%98%EB%8A%94+%ED%8C%8C%EB%9D%BC%EC%8A%A4%ED%8C%8C%EB%9D%BC+%EC%84%9C%EC%9A%B8,22,7,0,9,,2024. 1. 2.,2,true,False,0,0,0,0,0,
